Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Cleaned_Tweet,Tweet_list
"Baiklah, jika kita mengusir minoritas Buddha di Indonesia, kita akan melakukan barter dengan umat Islam. PENGGUNA PENGGUNA PENGGUNA",1,0,0,1,1,0,0,0,0,0,0,1,usir minoritas buddha indonesia laku ba er umat islam,"['usir', 'minoritas', 'buddha', 'indonesia', 'laku', 'ba', 'er', 'umat', 'islam']"
"Jika sang ayah dibunuh oleh PKI,,,, biasanya sang anak akan membalas dendam dan harus mengusir komunis Tiongkok daripada menggunakan reklamasi.",1,0,0,1,0,1,0,0,0,0,0,1,sang ayah bunuh partai komunis indonesia sang anak balas dendam usir komunis tiongkok reklamasi,"['sang', 'ayah', 'bunuh', 'partai', 'komunis', 'indonesia', 'sang', 'anak', 'balas', 'dendam', 'usir', 'komunis', 'tiongkok', 'reklamasi']"
"USER Pak USER, sebelum berani mengumumkan bahwa Muhammad adalah nabi palsu, sebaiknya mendesak KPAI untuk melarang anak-anak mempelajari Al-Qur'an.",1,1,0,1,1,0,0,0,0,0,0,1,berani muhammad nabi palsu desak komisi lindung anak indonesia larang anak anak ajar al qur an,"['berani', 'muhammad', 'nabi', 'palsu', 'desak', 'komisi', 'lindung', 'anak', 'indonesia', 'larang', 'anak', 'anak', 'ajar', 'al', 'qur', 'an']"
"lalu mengepung YLHBI, membubarkan HTI Iluni UI, dll... URL",1,0,0,1,1,0,0,0,0,0,0,1,kepung yayasan lembaga bantu hukum indonesia bubar hati ikat alumni universitas indonesia oi uniform resource locator,"['kepung', 'yayasan', 'lembaga', 'bantu', 'hukum', 'indonesia', 'bubar', 'hati', 'ikat', 'alumni', 'universitas', 'indonesia', 'oi', 'uniform', 'resource', 'locator']"
USER Bubarkan saja KPK. Menyerahkan seluruh kewenangan KPK kepada kepolisian dan kejaksaan.,1,0,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi serah wenang komisi berantas korupsi polisi jaksa,"['bubar', 'komisi', 'berantas', 'korupsi', 'serah', 'wenang', 'komisi', 'berantas', 'korupsi', 'polisi', 'jaksa']"
Kaum fasis religius mulai memainkan lagu favorit mereka: Hancurkan PKI!,1,0,0,1,0,1,0,0,0,0,0,1,kaum fasis religius main lagu favorit hancur partai komunis indonesia,"['kaum', 'fasis', 'religius', 'main', 'lagu', 'favorit', 'hancur', 'partai', 'komunis', 'indonesia']"
"Sebentar lagi kita akan melakukan kudeta dan revolusi untuk menggulingkan rezim Jokowi sebelum Panglima dan Kapolri diganti. Kalau TNI/Polri dipimpin Nasakom, berbahaya...!!",1,0,1,0,0,0,0,0,1,0,0,1,sebentar laku kudeta revolusi guling rezim jokowi panglima kepala polisi republik indonesia ganti tentara nasional indonesia polisi republik indonesia pimpin nasakom bahaya,"['sebentar', 'laku', 'kudeta', 'revolusi', 'guling', 'rezim', 'jokowi', 'panglima', 'kepala', 'polisi', 'republik', 'indonesia', 'ganti', 'tentara', 'nasional', 'indonesia', 'polisi', 'republik', 'indonesia', 'pimpin', 'nasakom', 'bahaya']"
Usir Duta Besar Myanmar dari negara ini. Ksh memperingatkan komunitas Budha di negara kita untuk menyerukan diakhirinya penganiayaan terhadap umat Islam di sana.,1,0,0,1,1,1,0,0,0,0,0,1,usir duta myanmar negara kasih komunitas buddha negara seru aniaya hadap umat islam,"['usir', 'duta', 'myanmar', 'negara', 'kasih', 'komunitas', 'buddha', 'negara', 'seru', 'aniaya', 'hadap', 'umat', 'islam']"
USER USER USER Jika KPK dibubarkan... Kita sebagai rakyat wajib/wajib membubarkan wakil rakyat/DPR,1,0,0,1,0,0,0,0,1,0,0,1,komisi berantas korupsi bubar rakyat wajib wajib bubar wakil rakyat dewan wakil rakyat,"['komisi', 'berantas', 'korupsi', 'bubar', 'rakyat', 'wajib', 'wajib', 'bubar', 'wakil', 'rakyat', 'dewan', 'wakil', 'rakyat']"
"Apa yang kamu tunggu? Aset Negara Ini Hilang, Lalu Kita Singkirkan Jokowi.....??",1,0,1,0,0,0,0,0,1,0,0,1,tunggu aset negara hilang singkir jokowi,"['tunggu', 'aset', 'negara', 'hilang', 'singkir', 'jokowi']"
Ayo tumbangkan saja Jokowi... MPR DPR soal Nyari Aman... Rakyat hanya dimanipulasi,1,0,1,0,0,0,0,0,1,0,0,1,ayo tumbang jokowi majelis musyawarat rakyat dewan wakil rakyat cari aman rakyat manipulasi,"['ayo', 'tumbang', 'jokowi', 'majelis', 'musyawarat', 'rakyat', 'dewan', 'wakil', 'rakyat', 'cari', 'aman', 'rakyat', 'manipulasi']"
"Jangan risau jika hanya menghambat Jokowi, mari kita tingkatkan untuk menumbangkan Jokowi agar kehidupan berbangsa dan bernegara di NKRI kembali tenang dan damai.",1,0,1,0,0,0,0,0,1,0,0,1,risau hambat jokowi mari tingkat tumbang jokowi hidup bangsa negara negara republik indonesia tenang damai,"['risau', 'hambat', 'jokowi', 'mari', 'tingkat', 'tumbang', 'jokowi', 'hidup', 'bangsa', 'negara', 'negara', 'republik', 'indonesia', 'tenang', 'damai']"
"Pergantian Kapolri, pergantian presiden, tergulingnya Jokowi adalah harga yang tidak bisa ditawar",1,0,1,0,0,0,0,0,1,0,0,1,ganti kepala polisi republik indonesia ganti presiden guling jokowi harga tawar,"['ganti', 'kepala', 'polisi', 'republik', 'indonesia', 'ganti', 'presiden', 'guling', 'jokowi', 'harga', 'tawar']"
"Tumbangkan saja Jokowi, kalau begini cara mainnya?",1,0,1,0,0,0,0,0,1,0,0,1,tumbang jokowi main,"['tumbang', 'jokowi', 'main']"
PENGGUNA PENGGUNA HTI juga merupakan ormas yang menganut ideologi terlarang Bumi Pancasila sehingga harus segera dibubarkan.,1,0,0,1,0,0,0,0,1,0,0,1,hati rupa organisasi masyarakat anut ideologi larang bumi pancasila bubar,"['hati', 'rupa', 'organisasi', 'masyarakat', 'anut', 'ideologi', 'larang', 'bumi', 'pancasila', 'bubar']"
Sesama umat Buddha radikal harus saling melindungi? mengusir duta besar Myanmar. SimpanRohingya PrayForRohingya,1,0,0,1,1,1,0,0,0,0,0,1,umat buddha radikal lindung usir duta myanmar simpanrohingya pray for rohingya,"['umat', 'buddha', 'radikal', 'lindung', 'usir', 'duta', 'myanmar', 'simpanrohingya', 'pray', 'for', 'rohingya']"
"Agenda demonstrasinya adalah pencopotan Jokowi, pemenjaraan Ahok, lalu besok PKI, mungkin demonstrasi minta agar Prabowo diangkat menjadi Presiden. Action299 actionmaxa",1,0,1,0,0,0,0,0,1,0,0,1,agenda demonstrasi copot jokowi penjara ahok besok partai komunis indonesia demonstrasi prabowo angkat presiden action299 actionmaxa,"['agenda', 'demonstrasi', 'copot', 'jokowi', 'penjara', 'ahok', 'besok', 'partai', 'komunis', 'indonesia', 'demonstrasi', 'prabowo', 'angkat', 'presiden', 'action299', 'actionmaxa']"
"Mari kita keluarkan semuanya, teman-teman. Usir orang-orang kafir & Tionghoa dari nusantara. Mereka adalah racun iman, penyuap, umat Kristiani, pelacur, pecandu alkohol. Anjing kafir!",1,1,0,1,1,1,0,1,0,0,0,1,mari teman teman usir orang orang kafir tionghoa nusantara racun iman suap umat kristiani lacur candu alkohol anjing kafir,"['mari', 'teman', 'teman', 'usir', 'orang', 'orang', 'kafir', 'tionghoa', 'nusantara', 'racun', 'iman', 'suap', 'umat', 'kristiani', 'lacur', 'candu', 'alkohol', 'anjing', 'kafir']"
USER USER USER HTI BENAR-BENAR PERLU DILAKUKAN,1,0,0,1,0,0,0,0,1,0,0,1,hati laku,"['hati', 'laku']"
Mari kita lakukan referendum untuk membubarkan DPR RI atau KPK,1,0,0,1,0,0,0,0,1,0,0,1,mari laku referendum bubar dewan wakil rakyat ri komisi berantas korupsi,"['mari', 'laku', 'referendum', 'bubar', 'dewan', 'wakil', 'rakyat', 'ri', 'komisi', 'berantas', 'korupsi']"
RT USER: Mari kita jaga keutuhan NKRI!!! Tangkap Para Penghujat!!! #Stop Kriminalisasi Ulama https:\/\/t.co\/dxIDQ4ZQHV,1,0,1,0,0,0,0,0,1,0,0,1,mari jaga utuh negara republik indonesia tangkap hujat stop kriminalisasi ulama hypertext transfer protocol over secure socket layer t co dxidq4zqhv,"['mari', 'jaga', 'utuh', 'negara', 'republik', 'indonesia', 'tangkap', 'hujat', 'stop', 'kriminalisasi', 'ulama', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'dxidq4zqhv']"
Mari kita gulingkan Jokowi. Mulai dari bugis.,1,0,1,0,0,0,0,0,1,0,0,1,mari guling jokowi bugis,"['mari', 'guling', 'jokowi', 'bugis']"
RT PENGGUNA PENGGUNA PENGGUNA Se7. Jokowi harus berani. HAPUS Gatot. JokowiLagi,1,0,1,0,0,0,0,0,1,0,0,1,tuju jokowi berani hapus gatot jokowilagi,"['tuju', 'jokowi', 'berani', 'hapus', 'gatot', 'jokowilagi']"
Tangkap Ahok dan kelompoknya yang memalsukan e-KTP karena mengkhianati bangsa dan negara,1,0,0,1,0,0,0,0,1,0,0,1,tangkap ahok kelompok palsu e kartu tanda duduk khianat bangsa negara,"['tangkap', 'ahok', 'kelompok', 'palsu', 'e', 'kartu', 'tanda', 'duduk', 'khianat', 'bangsa', 'negara']"
"Mari kita gulingkan USER, dan jadikan Tuan USER sebagai Presiden. biar makin gila ahogers, hahaha",1,1,1,0,0,0,0,0,1,0,0,1,mari guling tuan presiden biar gila ahoker haha,"['mari', 'guling', 'tuan', 'presiden', 'biar', 'gila', 'ahoker', 'haha']"
"RT USER Kalau tak akur dengan KPK, bubar saja. Jika memungkinkan. Jangan hanya memarahi mereka seperti anak kecil.",1,0,1,0,0,0,0,0,1,0,0,1,akur komisi berantas korupsi bubar parah sepe i anak,"['akur', 'komisi', 'berantas', 'korupsi', 'bubar', 'parah', 'sepe', 'i', 'anak']"
Hancurkan PKI DaruratPKI,1,0,0,1,0,1,0,0,0,0,0,1,hancur partai komunis indonesia darurat partai komunis indonesia,"['hancur', 'partai', 'komunis', 'indonesia', 'darurat', 'partai', 'komunis', 'indonesia']"
Usir Tiongkok dan antek-anteknya jika ingin perdamaian di Indonesia.,1,1,0,1,0,1,0,0,0,0,0,1,usir tiongkok antek antek damai indonesia,"['usir', 'tiongkok', 'antek', 'antek', 'damai', 'indonesia']"
"Semakin tidak tertangani, semakin banyak aset negara yang terkuras. menggulingkan Jokowi. URL",1,0,1,0,0,0,0,0,1,0,0,1,te angan aset negara kuras guling jokowi uniform resource locator,"['te', 'angan', 'aset', 'negara', 'kuras', 'guling', 'jokowi', 'uniform', 'resource', 'locator']"
USER Tangkap saja jenderal waria bodoh seperti Prabowo,1,1,1,0,0,0,0,1,0,0,0,1,tangkap jenderal waria bodoh sepe i prabowo,"['tangkap', 'jenderal', 'waria', 'bodoh', 'sepe', 'i', 'prabowo']"
Mari kita revolusikan Jokowi secepatnya sebelum negara ini disiksa oleh Allah SWT karena semua penegak hukum & presiden sudah melampaui batas.,1,0,1,0,0,0,0,0,1,0,0,1,mari revolusi jokowi cepat negara siksa allah subhanahu wa taala tegak hukum presiden lampau batas,"['mari', 'revolusi', 'jokowi', 'cepat', 'negara', 'siksa', 'allah', 'subhanahu', 'wa', 'taala', 'tegak', 'hukum', 'presiden', 'lampau', 'batas']"
"Kapan lagi ada demo teriak ""lengserkan Jokowi sekarang"" di depan Istana...halangi Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,demo teriak lengser jokowi istana halang jokowi,"['demo', 'teriak', 'lengser', 'jokowi', 'istana', 'halang', 'jokowi']"
Perubahan Rezim; Ganti Presiden; ; Jangan Pilih Calon PDIP di Pilkada 27 Juni 2018; ; #2019GantiPresiden,1,0,0,1,0,0,0,0,1,0,0,1,ubah rezim ganti presiden pilih calon partai demokrasi indonesia juang pilih kepala daerah 27 juni 2018 2019 ganti presiden,"['ubah', 'rezim', 'ganti', 'presiden', 'pilih', 'calon', 'partai', 'demokrasi', 'indonesia', 'juang', 'pilih', 'kepala', 'daerah', '27', 'juni', '2018', '2019', 'ganti', 'presiden']"
"KY Tak Kerja, Makan Gaji Membutakan, Makan APBN, Hakim Nakal Merajalela, LEPASKAN USER USER USER URL",1,0,0,1,0,0,0,0,1,0,0,1,ky kerja makan gaji buta makan anggar belanja negara hakim nakal rajalela lepas uniform resource locator,"['ky', 'kerja', 'makan', 'gaji', 'buta', 'makan', 'anggar', 'belanja', 'negara', 'hakim', 'nakal', 'rajalela', 'lepas', 'uniform', 'resource', 'locator']"
Setuju! Bubarkan Komisi Pemberantasan Korupsi! Tunjuk USER sebagai Kepala Badan Pemberantasan Korupsi selanjutnya!!! URL,1,0,0,1,0,0,0,0,1,0,0,1,tuju bubar komisi berantas korupsi kepala badan berantas korupsi uniform resource locator,"['tuju', 'bubar', 'komisi', 'berantas', 'korupsi', 'kepala', 'badan', 'berantas', 'korupsi', 'uniform', 'resource', 'locator']"
"Usir Duta Besar Myanmar dari Indonesia, tanah air negara ini haram bagi mereka. Dan untuk saudara-saudaraku yang beragama Budha... URL",1,0,0,1,1,1,0,0,0,0,0,1,usir duta myanmar indonesia tanah air negara haram saudara saudara agama buddha uniform resource locator,"['usir', 'duta', 'myanmar', 'indonesia', 'tanah', 'air', 'negara', 'haram', 'saudara', 'saudara', 'agama', 'buddha', 'uniform', 'resource', 'locator']"
Hancurkan tirani!! Jangan biarkan diri Anda dikalahkan oleh tirani. Ahok sudah terjatuh. Kami punya satu tugas lagi.,1,0,1,0,0,0,0,0,1,0,0,1,hancur tirani biar kalah tirani ahok jatuh tugas,"['hancur', 'tirani', 'biar', 'kalah', 'tirani', 'ahok', 'jatuh', 'tugas']"
Jangan ragu untuk segera menghancurkan PKI,1,0,0,1,0,1,0,0,0,0,0,1,ragu hancur partai komunis indonesia,"['ragu', 'hancur', 'partai', 'komunis', 'indonesia']"
"Ahok 2017 Digulingkan, Misi Berikutnya 2018 Gulingkan Jokowi JakartaKece",1,0,1,0,0,0,0,0,1,0,0,1,ahok 2017 guling misi 2018 guling jokowi jaka akece,"['ahok', '2017', 'guling', 'misi', '2018', 'guling', 'jokowi', 'jaka', 'akece']"
Hapus segera jika Anda masih bersikeras melanjutkan reklamasi!!!,1,0,1,0,0,0,0,0,1,0,0,1,hapus sikeras reklamasi,"['hapus', 'sikeras', 'reklamasi']"
"PENGGUNA RT Bubarkan saja Pansus DPR. Masyarakat merugi dalam membayar pajak gaji, tidak mempunyai pekerjaan, dan sibuk dengan kepentingannya sendiri.",1,0,0,1,0,0,0,0,1,0,0,1,bubar panitia khusus dewan wakil rakyat masyarakat rugi bayar pajak gaji kerja sibuk,"['bubar', 'panitia', 'khusus', 'dewan', 'wakil', 'rakyat', 'masyarakat', 'rugi', 'bayar', 'pajak', 'gaji', 'kerja', 'sibuk']"
"OTW Jekardah, wussss...singkirkan Jokowi!!",1,0,1,0,0,0,0,0,1,0,0,1,on the way jakarta wussss singkir jokowi,"['on', 'the', 'way', 'jakarta', 'wussss', 'singkir', 'jokowi']"
"Rezim Dablek... Utangku Banyak, Mau Pakai Dana Haji Juga... Tumbangkan Jokowi",1,1,1,0,0,0,0,0,1,0,0,1,rezim dablek utang pakai dana haji tumbang jokowi,"['rezim', 'dablek', 'utang', 'pakai', 'dana', 'haji', 'tumbang', 'jokowi']"
Pelengseran Jokowi cs gagal meraih kekuasaan,1,0,1,0,0,0,0,0,1,0,0,1,lengser jokowi rekan gagal raih kuasa,"['lengser', 'jokowi', 'rekan', 'gagal', 'raih', 'kuasa']"
"Ormas radikal (FPI FUI HTI) harus dibubarkan. Jangan bilang pada mereka yang Kristen radikal, anti Bhineka, anti China. Buang saja mereka ke Suriah dan suruh mereka bergabung dengan ISIS.",1,0,0,1,1,0,0,0,0,0,0,1,organisasi masyarakat radikal front bela islam huh hati bubar bilang kristen radikal anti bineka anti cina buang suriah suruh gabung isis,"['organisasi', 'masyarakat', 'radikal', 'front', 'bela', 'islam', 'huh', 'hati', 'bubar', 'bilang', 'kristen', 'radikal', 'anti', 'bineka', 'anti', 'cina', 'buang', 'suriah', 'suruh', 'gabung', 'isis']"
"Jokowi dicopot karena selain melanggar banyak ketentuan perundang-undangan, ia juga tidak becus dalam memerintah negara.",1,0,1,0,0,0,0,0,1,0,0,1,jokowi copot langgar undang undang becus perintah negara,"['jokowi', 'copot', 'langgar', 'undang', 'undang', 'becus', 'perintah', 'negara']"
"Pak USER, menteri yang tidak mencapai target, menggantikannya. Saya seorang presiden yang tidak menepati janjinya. menggulingkan",1,0,1,0,0,0,0,0,1,0,0,1,menteri capai target ganti orang presiden janji guling,"['menteri', 'capai', 'target', 'ganti', 'orang', 'presiden', 'janji', 'guling']"
Mereka bahkan tidak berani mengusir duta besar Myanmar. Mereka harus berdoa besok.,1,0,0,1,1,0,0,0,0,0,0,1,berani usir duta myanmar doa besok,"['berani', 'usir', 'duta', 'myanmar', 'doa', 'besok']"
Pembubaran HTI yang dilakukan Presiden Jokowi dianggap sebagai URL diktator,1,0,0,1,1,0,0,0,0,0,0,1,bubar hati laku presiden jokowi anggap uniform resource locator diktator,"['bubar', 'hati', 'laku', 'presiden', 'jokowi', 'anggap', 'uniform', 'resource', 'locator', 'diktator']"
Menghapus USER segera lebih baik bagi Indonesia,1,0,1,0,0,0,0,0,1,0,0,1,hapus indonesia,"['hapus', 'indonesia']"
Setnov GRATIS. Jadi mengapa kami masih mendukung USER? MENGHANCURKAN DAN MEMBENTUK LEMBAGA BARU YANG BERSIH. PENGGUNA PENGGUNA PENGGUNA,1,0,0,1,0,0,0,0,1,0,0,1,setya novanto gratis dukung hancur bentuk lembaga bersih,"['setya', 'novanto', 'gratis', 'dukung', 'hancur', 'bentuk', 'lembaga', 'bersih']"
"jatuhkan jokowi! Apapun makanannya, teh botolnya, apapun masalahnya, hasilnya menjatuhkan Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,jatuh jokowi makan teh botol hasil jatuh jokowi,"['jatuh', 'jokowi', 'makan', 'teh', 'botol', 'hasil', 'jatuh', 'jokowi']"
"Kalau belum jadi Presiden, silakan serahkan saja daftarnya, Pak! Yang paling penting adalah 100 orang itu dibuat menderita! PENGGUNA PENGGUNA #2019GantiPresiden",1,0,0,1,0,0,0,0,1,0,0,1,presiden sila serah daftar 100 orang derita 2019 ganti presiden,"['presiden', 'sila', 'serah', 'daftar', '100', 'orang', 'derita', '2019', 'ganti', 'presiden']"
"sekarang kita di rezim PKI... HAPUS JOKOWI, PEMIMPIN YANG KRIMINALISASI Ulama",1,0,1,0,1,1,0,0,0,0,0,1,rezim partai komunis indonesia hapus jokowi pimpin kriminalisasi ulama,"['rezim', 'partai', 'komunis', 'indonesia', 'hapus', 'jokowi', 'pimpin', 'kriminalisasi', 'ulama']"
RT USER Ayo masyarakat Indonesia bersihkan aset negara yang dibajak oleh etnis Tionghoa,1,0,0,1,0,1,0,0,0,0,0,1,ayo masyarakat indonesia sih aset negara bajak etnis tionghoa,"['ayo', 'masyarakat', 'indonesia', 'sih', 'aset', 'negara', 'bajak', 'etnis', 'tionghoa']"
"Putuskan hubungan diplomatik dengan Myanmar, atau kami akan menghapus URL Jokowi",1,0,1,0,0,0,0,0,1,0,0,1,putus hubung diplomatik myanmar hapus uniform resource locator jokowi,"['putus', 'hubung', 'diplomatik', 'myanmar', 'hapus', 'uniform', 'resource', 'locator', 'jokowi']"
Hakim : “Bubarkan KPK!”,1,0,0,1,0,0,0,0,1,0,0,1,hakim bubar komisi berantas korupsi,"['hakim', 'bubar', 'komisi', 'berantas', 'korupsi']"
Tugas umat Islam Indonesia masih berat; menegakkan hukum atau mencopot Jokowi.,1,0,1,0,0,0,0,0,1,0,0,1,tugas umat islam indonesia berat tegak hukum copot jokowi,"['tugas', 'umat', 'islam', 'indonesia', 'berat', 'tegak', 'hukum', 'copot', 'jokowi']"
Ucril mencegah pembubaran HTI! Ingin menggulingkan Jokowi USER USER USER USER USER,1,0,1,0,0,0,0,0,1,0,0,1,yusril cegah bubar hati guling jokowi,"['yusril', 'cegah', 'bubar', 'hati', 'guling', 'jokowi']"
USER USER USER USER USER Bubarkan DPR?,1,0,0,1,0,0,0,0,1,0,0,1,bubar dewan wakil rakyat,"['bubar', 'dewan', 'wakil', 'rakyat']"
"USER USER Bubarkan KPK...tidak ada gunanya punya KPK, hanya dijadikan alat politik pemerintah",1,0,0,1,0,0,0,0,1,0,0,1,bubar komisi berantas korupsi komisi berantas korupsi alat politik perintah,"['bubar', 'komisi', 'berantas', 'korupsi', 'komisi', 'berantas', 'korupsi', 'alat', 'politik', 'perintah']"
Pengguna RT,1,0,0,1,0,0,0,0,1,0,0,1,,[]
"Kalau negara mau aman, syaratnya cuma 1... tumbangkan Jokowi!!! Lindungi NKRI, Selamatkan Negeri ini!!! .USER USER",1,0,1,0,0,0,0,0,1,0,0,1,negara aman syarat 1 tumbang jokowi lindung negara republik indonesia selamat negeri,"['negara', 'aman', 'syarat', '1', 'tumbang', 'jokowi', 'lindung', 'negara', 'republik', 'indonesia', 'selamat', 'negeri']"
Usir umat Buddha Indonesia jika tetap diam menyaksikan pembantaian ini. URL,1,0,0,1,1,0,0,0,0,0,0,1,usir umat buddha indonesia diam saksi bantai uniform resource locator,"['usir', 'umat', 'buddha', 'indonesia', 'diam', 'saksi', 'bantai', 'uniform', 'resource', 'locator']"
"Kenapa tidak minta Jokowi dicopot saja, biar dianggap BODOH!!!",1,1,1,0,0,0,0,0,1,0,0,1,jokowi copot biar anggap bodoh,"['jokowi', 'copot', 'biar', 'anggap', 'bodoh']"
"Yup... Negara ini memang tidak pantas dipimpin oleh orang yang tidak paham bagaimana mengatur negara dengan baik, sampai-sampai menjatuhkan Jokowi.",1,0,1,0,0,0,0,0,1,0,0,1,iya negara pimpin orang paham atur negara jatuh jokowi,"['iya', 'negara', 'pimpin', 'orang', 'paham', 'atur', 'negara', 'jatuh', 'jokowi']"
"USER Pantas Dibubarkan, Ayo Adakan Referendum Rakyat Bubarkan DPR.",1,0,0,1,0,0,0,0,1,0,0,1,bubar ayo adakan referendum rakyat bubar dewan wakil rakyat,"['bubar', 'ayo', 'adakan', 'referendum', 'rakyat', 'bubar', 'dewan', 'wakil', 'rakyat']"
"USER Syarwan Hamid sangat marah!!; ; “Menurut saya, Presiden dan jajarannya berpotensi menjadi Pengkhianat Negara! Terkutuklah kalian jika di kemudian hari terjadi bencana di negeri ini!""; ; USER; USER; USER; USER; USER; USER; USER; USER; USER; USER; USER; ;",1,0,0,1,0,0,0,0,1,0,0,1,seriawan hamid marah presiden jajar potensi penghianat negara kutuk bencana negeri,"['seriawan', 'hamid', 'marah', 'presiden', 'jajar', 'potensi', 'penghianat', 'negara', 'kutuk', 'bencana', 'negeri']"
"Allah SWT Tak Paham Toleransi Harus Dibuang PENGGUNA Ingin Belajar Toleransi & Keindonesiaan, Ikuti SabangMerauke 2016",1,1,0,1,1,0,0,0,0,0,0,1,allah subhanahu wa taala paham toleransi buang ajar toleransi indonesia sabang merauke 2016,"['allah', 'subhanahu', 'wa', 'taala', 'paham', 'toleransi', 'buang', 'ajar', 'toleransi', 'indonesia', 'sabang', 'merauke', '2016']"
"Setuju... Usir saja mereka yang keturunan Arab, India, dan Cina, termasuk Anda Zul. URL",1,0,0,1,0,1,0,0,0,0,0,1,tuju usir turun arab india cina masuk zul uniform resource locator,"['tuju', 'usir', 'turun', 'arab', 'india', 'cina', 'masuk', 'zul', 'uniform', 'resource', 'locator']"
GANYANG PKI berkewajiban melindungi URL NKRI dan Pancasila,1,0,0,1,0,1,0,0,0,0,0,1,ganyang partai komunis indonesia wajib lindung uniform resource locator negara republik indonesia pancasila,"['ganyang', 'partai', 'komunis', 'indonesia', 'wajib', 'lindung', 'uniform', 'resource', 'locator', 'negara', 'republik', 'indonesia', 'pancasila']"
"Siap-siap... jadi jangan tunggu tahun 2019, lebih baik segera singkirkan Jokowi... sebelum negara ini berantakan",1,0,1,0,0,0,0,0,1,0,0,1,tunggu 2019 singkir jokowi negara beranta,"['tunggu', '2019', 'singkir', 'jokowi', 'negara', 'beranta']"
PENGGUNA Hancurkan PDIP...dan antek-anteknya....kelompok kafir munafik....',1,1,0,1,1,0,0,0,0,0,0,1,hancur partai demokrasi indonesia juang antek antek kelompok kafir munafik,"['hancur', 'partai', 'demokrasi', 'indonesia', 'juang', 'antek', 'antek', 'kelompok', 'kafir', 'munafik']"
Hancurkan PKI..!! Generasi PKI terang-terangan berperang dengan masyarakat Islam..!!,1,0,0,1,0,1,0,0,0,0,0,1,hancur partai komunis indonesia generasi partai komunis indonesia terang terang perang masyarakat islam,"['hancur', 'partai', 'komunis', 'indonesia', 'generasi', 'partai', 'komunis', 'indonesia', 'terang', 'terang', 'perang', 'masyarakat', 'islam']"
SEGERA HAPUS ORANG CINA DARI INDONESIA!!!!! SUDAH WAKTUNYA INDONESIA KUAT DAN BEBAS DARI KOLONISASI,1,0,0,1,0,1,0,0,0,0,0,1,hapus orang cina indonesia indonesia kuat bebas kolonisasi,"['hapus', 'orang', 'cina', 'indonesia', 'indonesia', 'kuat', 'bebas', 'kolonisasi']"
"Usir saja China dari Indonesia, hancurkan bangsa ini. URL",1,0,0,1,0,1,0,0,0,0,0,1,usir cina indonesia hancur bangsa uniform resource locator,"['usir', 'cina', 'indonesia', 'hancur', 'bangsa', 'uniform', 'resource', 'locator']"
Dikelilingi Kantor LBH Jakarta,1,0,0,1,0,0,0,0,1,0,0,1,keliling kantor jaka a,"['keliling', 'kantor', 'jaka', 'a']"
RT USER : Iya... Ahog tak pantas jadi pemimpin.. Wajar saja kalau penghujat dijebloskan ke penjara!!! https:\/\/t.co\/YhhO40QWXS,1,1,1,0,0,0,0,0,1,0,0,1,iya ahok pimpin wajar hujat jeblos penjara hypertext transfer protocol over secure socket layer t co yhho40qwxs,"['iya', 'ahok', 'pimpin', 'wajar', 'hujat', 'jeblos', 'penjara', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'yhho40qwxs']"
"Hati-hati!, kali ini kita akan mengusir Ahmadiyah, nanti yang Kristen, disusul Budha, Hindu, dan Sunni juga akan diusir...",1,0,0,1,1,0,0,0,0,0,0,1,hati hati kali usir ahmadiyah kristen susul buddha hindu sunni usir,"['hati', 'hati', 'kali', 'usir', 'ahmadiyah', 'kristen', 'susul', 'buddha', 'hindu', 'sunni', 'usir']"
Pemerintah sebaiknya tidak memihak Bastian. Kami akan pecat Jokowi jika tidak ikut dan menghalangi Aksi Bela Islam.,1,0,1,0,0,0,0,0,1,0,0,1,perintah bastian pecat jokowi halang aksi bela islam,"['perintah', 'bastian', 'pecat', 'jokowi', 'halang', 'aksi', 'bela', 'islam']"
"Tanu baru saja mengusirnya, bukankah dia orang Cina?",1,0,1,0,0,1,0,0,0,0,0,1,tanu usir orang cina,"['tanu', 'usir', 'orang', 'cina']"
Butuh waktu lama untuk berperang dengan Tiongkok atau mengusir Tiongkok dari tanah Indonesia,1,0,0,1,0,1,0,0,0,0,0,1,butuh perang tiongkok usir tiongkok tanah indonesia,"['butuh', 'perang', 'tiongkok', 'usir', 'tiongkok', 'tanah', 'indonesia']"
"Jika tidak, Fahri Hamzah akan didepak dari DPR.",1,0,1,0,0,0,0,0,1,0,0,1,fahri hamzah depak dewan wakil rakyat,"['fahri', 'hamzah', 'depak', 'dewan', 'wakil', 'rakyat']"
Komite Pemberantasan Korupsi?? Dibubarkan!!!,1,0,0,1,0,0,0,0,1,0,0,1,komite berantas korupsi bubar,"['komite', 'berantas', 'korupsi', 'bubar']"
